E:\android\curly_road\IMG\center_2019_04_11_15_46_41_182.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_182.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_182.jpg,0,0,0,0.000102926
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_247.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_247.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_247.jpg,0,0,0,0.0001188941
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_323.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_323.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_323.jpg,0,0,0,0.0001416157
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_408.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_408.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_408.jpg,0,0,0,0.0002230535
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_480.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_480.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_480.jpg,0,0,0,2.052663E-05
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_548.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_548.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_548.jpg,0,0,0,3.444384E-05
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_617.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_617.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_617.jpg,0,0,0,3.857665E-05
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_694.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_694.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_694.jpg,0,0,0,9.725513E-05
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_772.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_772.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_772.jpg,0,0,0,7.824125E-05
E:\android\curly_road\IMG\center_2019_04_11_15_46_41_847.jpg,E:\android\curly_road\IMG\left_2019_04_11_15_46_41_847.jpg,E:\android\curly_road\IMG\right_2019_04_11_15_46_41_847.jpg,0,0,0,8.699194E-05
